trojkat mozna zbudowac w 48306 wierszach
2 92 89 77 trojkat jest ostrokatny, pole = 3150.85, obwod = 258
112 94 96 19 trojkat jest rozwartokatny, pole = 892.99, obwod = 209
113 78 36 98 trojkat jest rozwartokatny, pole = 1289.22, obwod = 212
114 67 69 43 trojkat jest ostrokatny, pole = 1385.5, obwod = 179
116 99 70 44 trojkat jest rozwartokatny, pole = 1349.87, obwod = 213
119 52 15 55 trojkat jest rozwartokatny, pole = 389.26, obwod = 122
120 56 66 65 trojkat jest ostrokatny, pole = 1657.72, obwod = 187
121 43 95 65 trojkat jest rozwartokatny, pole = 1186.9, obwod = 203
130 54 56 90 trojkat jest rozwartokatny, pole = 1422.67, obwod = 200
138 83 37 56 trojkat jest rozwartokatny, pole = 847.4, obwod = 176
139 41 59 98 trojkat jest rozwartokatny, pole = 479.25, obwod = 198
141 21 76 79 trojkat jest rozwartokatny, pole = 797.98, obwod = 176
142 68 99 93 trojkat jest ostrokatny, pole = 3040.53, obwod = 260
144 46 93 90 trojkat jest ostrokatny, pole = 2032.59, obwod = 229
145 66 42 27 trojkat jest rozwartokatny, pole = 323.37, obwod = 135
146 48 26 40 trojkat jest rozwartokatny, pole = 519.95, obwod = 114
147 89 84 37 trojkat jest ostrokatny, pole = 1548.88, obwod = 210
149 62 82 42 trojkat jest rozwartokatny, pole = 1271.76, obwod = 186
152 39 69 75 trojkat jest ostrokatny, pole = 1335.44, obwod = 183
153 32 18 23 trojkat jest rozwartokatny, pole = 202.54, obwod = 73
156 42 49 68 trojkat jest rozwartokatny, pole = 1022.58, obwod = 159
159 27 98 84 trojkat jest rozwartokatny, pole = 1038.83, obwod = 209
161 19 75 62 trojkat jest rozwartokatny, pole = 470.0, obwod = 156
164 33 33 47 trojkat jest rozwartokatny, pole = 544.44, obwod = 113
166 24 80 70 trojkat jest rozwartokatny, pole = 807.61, obwod = 174
173 70 54 87 trojkat jest ostrokatny, pole = 1888.99, obwod = 211
174 85 53 86 trojkat jest ostrokatny, pole = 2153.79, obwod = 224
176 24 93 80 trojkat jest rozwartokatny, pole = 864.1, obwod = 197
178 65 78 43 trojkat jest rozwartokatny, pole = 1397.5, obwod = 186
179 62 99 58 trojkat jest rozwartokatny, pole = 1677.07, obwod = 219
180 37 31 65 trojkat jest rozwartokatny, pole = 323.21, obwod = 133
182 54 52 11 trojkat jest rozwartokatny, pole = 285.09, obwod = 117
183 59 71 94 trojkat jest rozwartokatny, pole = 2093.03, obwod = 224
184 23 52 31 trojkat jest rozwartokatny, pole = 187.03, obwod = 106
195 83 98 97 trojkat jest ostrokatny, pole = 3661.15, obwod = 278
196 63 23 51 trojkat jest rozwartokatny, pole = 547.71, obwod = 137
199 85 38 68 trojkat jest rozwartokatny, pole = 1259.21, obwod = 191
201 89 74 37 trojkat jest rozwartokatny, pole = 1342.31, obwod = 200
202 45 37 71 trojkat jest rozwartokatny, pole = 723.55, obwod = 153
204 65 53 22 trojkat jest rozwartokatny, pole = 534.42, obwod = 140
208 66 92 38 trojkat jest rozwartokatny, pole = 1062.53, obwod = 196
209 5 63 63 trojkat jest ostrokatny, pole = 157.38, obwod = 131
212 99 45 82 trojkat jest rozwartokatny, pole = 1826.16, obwod = 226
213 61 88 51 trojkat jest rozwartokatny, pole = 1514.33, obwod = 200
216 88 48 72 trojkat jest rozwartokatny, pole = 1726.81, obwod = 208
217 24 95 96 trojkat jest ostrokatny, pole = 1135.93, obwod = 215
218 35 68 52 trojkat jest rozwartokatny, pole = 893.26, obwod = 155
219 29 14 28 trojkat jest ostrokatny, pole = 192.89, obwod = 71
220 65 93 63 trojkat jest rozwartokatny, pole = 2044.34, obwod = 221
221 96 89 95 trojkat jest ostrokatny, pole = 3759.95, obwod = 280
225 62 62 76 trojkat jest ostrokatny, pole = 1861.61, obwod = 200
226 93 36 75 trojkat jest rozwartokatny, pole = 1279.01, obwod = 204
228 99 66 90 trojkat jest ostrokatny, pole = 2894.88, obwod = 255
229 65 96 59 trojkat jest rozwartokatny, pole = 1879.97, obwod = 220
230 61 21 49 trojkat jest rozwartokatny, pole = 465.21, obwod = 131
234 66 86 55 trojkat jest rozwartokatny, pole = 1815.0, obwod = 207
238 78 46 45 trojkat jest rozwartokatny, pole = 913.93, obwod = 169
239 95 39 88 trojkat jest ostrokatny, pole = 1714.95, obwod = 222
243 78 90 16 trojkat jest rozwartokatny, pole = 442.47, obwod = 184
245 39 96 68 trojkat jest rozwartokatny, pole = 1081.13, obwod = 203
247 40 77 50 trojkat jest rozwartokatny, pole = 889.34, obwod = 167
249 30 84 56 trojkat jest rozwartokatny, pole = 368.21, obwod = 170
251 55 84 92 trojkat jest ostrokatny, pole = 2274.35, obwod = 231
252 70 61 14 trojkat jest rozwartokatny, pole = 349.19, obwod = 145
253 84 79 48 trojkat jest ostrokatny, pole = 1859.1, obwod = 211
256 72 48 77 trojkat jest ostrokatny, pole = 1683.47, obwod = 197
257 81 62 45 trojkat jest rozwartokatny, pole = 1384.23, obwod = 188
259 70 77 96 trojkat jest ostrokatny, pole = 2664.66, obwod = 243
261 84 88 66 trojkat jest ostrokatny, pole = 2615.93, obwod = 238
262 80 58 53 trojkat jest rozwartokatny, pole = 1535.95, obwod = 191
263 69 75 80 trojkat jest ostrokatny, pole = 2387.92, obwod = 224
266 14 26 30 trojkat jest rozwartokatny, pole = 181.87, obwod = 70
268 58 78 81 trojkat jest ostrokatny, pole = 2143.76, obwod = 217
269 55 76 85 trojkat jest ostrokatny, pole = 2052.53, obwod = 216
271 67 63 9 trojkat jest rozwartokatny, pole = 261.39, obwod = 139
272 38 89 88 trojkat jest ostrokatny, pole = 1641.72, obwod = 215
275 97 86 44 trojkat jest rozwartokatny, pole = 1891.9, obwod = 227
277 65 22 84 trojkat jest rozwartokatny, pole = 408.59, obwod = 171
279 33 33 13 trojkat jest ostrokatny, pole = 210.3, obwod = 79
280 38 94 72 trojkat jest rozwartokatny, pole = 1251.69, obwod = 204
282 44 63 67 trojkat jest ostrokatny, pole = 1340.03, obwod = 174
283 9 82 85 trojkat jest rozwartokatny, pole = 353.75, obwod = 176
284 27 88 69 trojkat jest rozwartokatny, pole = 741.73, obwod = 184
289 38 85 69 trojkat jest rozwartokatny, pole = 1285.96, obwod = 192
290 97 43 72 trojkat jest rozwartokatny, pole = 1429.5, obwod = 212
293 56 39 84 trojkat jest rozwartokatny, pole = 912.56, obwod = 179
296 26 50 34 trojkat jest rozwartokatny, pole = 409.24, obwod = 110
297 53 46 15 trojkat jest rozwartokatny, pole = 324.56, obwod = 114
299 65 39 83 trojkat jest rozwartokatny, pole = 1234.87, obwod = 187
300 32 34 45 trojkat jest ostrokatny, pole = 542.62, obwod = 111
301 93 71 56 trojkat jest rozwartokatny, pole = 1984.49, obwod = 220
302 55 37 45 trojkat jest ostrokatny, pole = 827.37, obwod = 137
304 29 24 20 trojkat jest ostrokatny, pole = 237.62, obwod = 73
308 85 53 75 trojkat jest ostrokatny, pole = 1964.38, obwod = 213
309 72 72 86 trojkat jest ostrokatny, pole = 2483.23, obwod = 230
311 9 66 59 trojkat jest rozwartokatny, pole = 176.32, obwod = 134
312 34 21 54 trojkat jest rozwartokatny, pole = 136.8, obwod = 109
313 30 57 48 trojkat jest rozwartokatny, pole = 719.91, obwod = 135
314 16 90 82 trojkat jest rozwartokatny, pole = 593.24, obwod = 188
315 80 40 84 trojkat jest ostrokatny, pole = 1582.5, obwod = 204
316 49 83 73 trojkat jest ostrokatny, pole = 1776.1, obwod = 205
317 91 55 73 trojkat jest ostrokatny, pole = 2007.42, obwod = 219
320 35 44 24 trojkat jest rozwartokatny, pole = 418.64, obwod = 103
321 84 85 69 trojkat jest ostrokatny, pole = 2660.92, obwod = 238
322 26 57 34 trojkat jest rozwartokatny, pole = 264.33, obwod = 117
325 47 53 81 trojkat jest rozwartokatny, pole = 1184.26, obwod = 181
327 79 26 69 trojkat jest rozwartokatny, pole = 874.19, obwod = 174
328 96 84 42 trojkat jest rozwartokatny, pole = 1761.22, obwod = 222
330 28 53 49 trojkat jest ostrokatny, pole = 679.53, obwod = 130
331 58 51 73 trojkat jest ostrokatny, pole = 1470.43, obwod = 182
332 19 83 78 trojkat jest rozwartokatny, pole = 732.64, obwod = 180
337 76 98 28 trojkat jest rozwartokatny, pole = 743.62, obwod = 202
339 78 91 29 trojkat jest rozwartokatny, pole = 1079.0, obwod = 198
341 30 45 24 trojkat jest rozwartokatny, pole = 332.81, obwod = 99
343 45 91 55 trojkat jest rozwartokatny, pole = 937.52, obwod = 191
344 39 80 97 trojkat jest rozwartokatny, pole = 1515.0, obwod = 216
345 78 21 93 trojkat jest rozwartokatny, pole = 623.54, obwod = 192
346 31 84 99 trojkat jest rozwartokatny, pole = 1223.23, obwod = 214
348 50 39 65 trojkat jest rozwartokatny, pole = 973.67, obwod = 154
350 28 79 85 trojkat jest rozwartokatny, pole = 1104.87, obwod = 192
352 64 82 19 trojkat jest rozwartokatny, pole = 220.13, obwod = 165
353 91 85 17 trojkat jest rozwartokatny, pole = 696.59, obwod = 193
356 72 38 63 trojkat jest ostrokatny, pole = 1195.63, obwod = 173
357 32 54 85 trojkat jest rozwartokatny, pole = 268.41, obwod = 171
358 21 91 78 trojkat jest rozwartokatny, pole = 691.4, obwod = 190
360 51 27 39 trojkat jest rozwartokatny, pole = 519.14, obwod = 117
363 89 91 5 trojkat jest rozwartokatny, pole = 206.14, obwod = 185
366 53 8 60 trojkat jest rozwartokatny, pole = 109.14, obwod = 121
367 95 69 33 trojkat jest rozwartokatny, pole = 816.18, obwod = 197
371 19 79 67 trojkat jest rozwartokatny, pole = 533.11, obwod = 165
372 72 80 28 trojkat jest rozwartokatny, pole = 1002.2, obwod = 180
373 82 61 72 trojkat jest ostrokatny, pole = 2127.23, obwod = 215
375 61 21 69 trojkat jest rozwartokatny, pole = 622.75, obwod = 151
376 86 80 87 trojkat jest ostrokatny, pole = 3067.59, obwod = 253
379 89 74 73 trojkat jest ostrokatny, pole = 2602.99, obwod = 236
380 24 53 54 trojkat jest ostrokatny, pole = 625.1, obwod = 131
384 87 43 77 trojkat jest ostrokatny, pole = 1654.68, obwod = 207
385 52 17 57 trojkat jest rozwartokatny, pole = 437.34, obwod = 126
387 41 25 21 trojkat jest rozwartokatny, pole = 212.76, obwod = 87
388 22 75 75 trojkat jest ostrokatny, pole = 816.08, obwod = 172
392 35 83 50 trojkat jest rozwartokatny, pole = 374.09, obwod = 168
393 79 13 69 trojkat jest rozwartokatny, pole = 306.16, obwod = 161
394 78 85 64 trojkat jest ostrokatny, pole = 2384.17, obwod = 227
396 88 78 14 trojkat jest rozwartokatny, pole = 405.17, obwod = 180
397 50 65 80 trojkat jest ostrokatny, pole = 1622.97, obwod = 195
399 66 83 58 trojkat jest ostrokatny, pole = 1902.69, obwod = 207
401 83 52 38 trojkat jest rozwartokatny, pole = 711.74, obwod = 173
403 94 49 84 trojkat jest ostrokatny, pole = 2052.14, obwod = 227
404 50 77 32 trojkat jest rozwartokatny, pole = 527.73, obwod = 159
407 89 99 78 trojkat jest ostrokatny, pole = 3308.06, obwod = 266
408 97 57 85 trojkat jest ostrokatny, pole = 2407.82, obwod = 239
410 81 43 48 trojkat jest rozwartokatny, pole = 838.22, obwod = 172
413 98 38 67 trojkat jest rozwartokatny, pole = 882.19, obwod = 203
416 46 39 67 trojkat jest rozwartokatny, pole = 871.34, obwod = 152
417 46 53 49 trojkat jest ostrokatny, pole = 1042.98, obwod = 148
421 13 14 5 trojkat jest rozwartokatny, pole = 32.5, obwod = 32
424 52 87 83 trojkat jest ostrokatny, pole = 2097.84, obwod = 222
425 57 37 78 trojkat jest rozwartokatny, pole = 988.76, obwod = 172
426 90 75 90 trojkat jest ostrokatny, pole = 3068.08, obwod = 255
429 54 44 47 trojkat jest ostrokatny, pole = 987.3, obwod = 145
430 94 97 52 trojkat jest ostrokatny, pole = 2385.23, obwod = 243
431 58 35 69 trojkat jest rozwartokatny, pole = 1014.09, obwod = 162
432 39 96 66 trojkat jest rozwartokatny, pole = 979.57, obwod = 201
433 30 39 61 trojkat jest rozwartokatny, pole = 486.42, obwod = 130
434 79 55 27 trojkat jest rozwartokatny, pole = 405.87, obwod = 161
435 45 45 57 trojkat jest ostrokatny, pole = 992.5, obwod = 147
440 90 43 78 trojkat jest rozwartokatny, pole = 1676.48, obwod = 211
442 92 62 91 trojkat jest ostrokatny, pole = 2668.4, obwod = 245
444 55 51 77 trojkat jest rozwartokatny, pole = 1400.45, obwod = 183
448 39 46 33 trojkat jest ostrokatny, pole = 631.54, obwod = 118
455 62 67 52 trojkat jest ostrokatny, pole = 1527.6, obwod = 181
456 94 68 57 trojkat jest rozwartokatny, pole = 1922.99, obwod = 219
457 22 54 48 trojkat jest rozwartokatny, pole = 527.03, obwod = 124
459 43 53 83 trojkat jest rozwartokatny, pole = 993.67, obwod = 179
461 11 64 58 trojkat jest rozwartokatny, pole = 280.05, obwod = 133
462 16 53 51 trojkat jest ostrokatny, pole = 407.82, obwod = 120
463 84 90 43 trojkat jest ostrokatny, pole = 1794.75, obwod = 217
466 77 76 23 trojkat jest ostrokatny, pole = 868.93, obwod = 176
468 65 35 43 trojkat jest rozwartokatny, pole = 695.31, obwod = 143
473 74 44 70 trojkat jest ostrokatny, pole = 1502.0, obwod = 188
474 29 66 60 trojkat jest ostrokatny, pole = 869.74, obwod = 155
475 42 53 17 trojkat jest rozwartokatny, pole = 302.87, obwod = 112
477 16 84 76 trojkat jest rozwartokatny, pole = 551.48, obwod = 176
478 33 11 25 trojkat jest rozwartokatny, pole = 107.49, obwod = 69
479 94 32 66 trojkat jest rozwartokatny, pole = 607.16, obwod = 192
480 60 35 74 trojkat jest rozwartokatny, pole = 1037.31, obwod = 169
481 77 93 44 trojkat jest rozwartokatny, pole = 1682.62, obwod = 214
483 47 72 80 trojkat jest ostrokatny, pole = 1673.69, obwod = 199
485 35 42 12 trojkat jest rozwartokatny, pole = 185.33, obwod = 89
490 58 17 64 trojkat jest rozwartokatny, pole = 480.4, obwod = 139
491 66 51 80 trojkat jest ostrokatny, pole = 1677.23, obwod = 197
494 81 91 97 trojkat jest ostrokatny, pole = 3426.09, obwod = 269
496 30 89 98 trojkat jest rozwartokatny, pole = 1320.57, obwod = 217
497 77 97 53 trojkat jest rozwartokatny, pole = 2033.59, obwod = 227
498 72 63 87 trojkat jest ostrokatny, pole = 2233.16, obwod = 222
504 94 41 75 trojkat jest rozwartokatny, pole = 1489.16, obwod = 210
505 95 85 56 trojkat jest ostrokatny, pole = 2356.45, obwod = 236
511 38 86 96 trojkat jest rozwartokatny, pole = 1631.29, obwod = 220
516 32 39 67 trojkat jest rozwartokatny, pole = 391.38, obwod = 138
517 33 51 46 trojkat jest ostrokatny, pole = 743.83, obwod = 130
520 49 81 70 trojkat jest ostrokatny, pole = 1704.99, obwod = 200
522 18 41 43 trojkat jest ostrokatny, pole = 366.93, obwod = 102
523 87 77 67 trojkat jest ostrokatny, pole = 2479.22, obwod = 231
524 67 72 12 trojkat jest rozwartokatny, pole = 377.66, obwod = 151
530 76 52 25 trojkat jest rozwartokatny, pole = 219.69, obwod = 153
532 80 89 57 trojkat jest ostrokatny, pole = 2238.7, obwod = 226
534 74 65 44 trojkat jest ostrokatny, pole = 1419.71, obwod = 183
536 54 89 88 trojkat jest ostrokatny, pole = 2275.19, obwod = 231
538 91 99 33 trojkat jest rozwartokatny, pole = 1497.63, obwod = 223
540 20 57 58 trojkat jest ostrokatny, pole = 565.53, obwod = 135
542 86 85 29 trojkat jest ostrokatny, pole = 1221.07, obwod = 200
544 26 51 42 trojkat jest rozwartokatny, pole = 544.51, obwod = 119
546 59 65 54 trojkat jest ostrokatny, pole = 1497.6, obwod = 178
548 69 33 72 trojkat jest ostrokatny, pole = 1126.26, obwod = 174
551 92 65 45 trojkat jest rozwartokatny, pole = 1353.71, obwod = 202
553 46 28 45 trojkat jest ostrokatny, pole = 605.71, obwod = 119
557 63 42 54 trojkat jest ostrokatny, pole = 1119.98, obwod = 159
558 70 91 85 trojkat jest ostrokatny, pole = 2815.51, obwod = 246
559 30 99 92 trojkat jest rozwartokatny, pole = 1375.67, obwod = 221
560 38 58 40 trojkat jest rozwartokatny, pole = 755.78, obwod = 136
562 68 47 32 trojkat jest rozwartokatny, pole = 666.76, obwod = 147
566 80 77 78 trojkat jest ostrokatny, pole = 2654.98, obwod = 235
569 20 35 25 trojkat jest rozwartokatny, pole = 244.95, obwod = 80
572 90 75 19 trojkat jest rozwartokatny, pole = 477.85, obwod = 184
574 28 57 63 trojkat jest ostrokatny, pole = 797.84, obwod = 148
575 39 33 57 trojkat jest rozwartokatny, pole = 623.36, obwod = 129
578 49 33 56 trojkat jest ostrokatny, pole = 803.64, obwod = 138
579 72 64 81 trojkat jest ostrokatny, pole = 2201.44, obwod = 217
580 79 61 55 trojkat jest ostrokatny, pole = 1672.74, obwod = 195
581 53 45 94 trojkat jest rozwartokatny, pole = 648.89, obwod = 192
582 85 47 41 trojkat jest rozwartokatny, pole = 482.9, obwod = 173
584 57 81 81 trojkat jest ostrokatny, pole = 2160.88, obwod = 219
585 96 86 71 trojkat jest ostrokatny, pole = 2944.89, obwod = 253
590 23 24 33 trojkat jest ostrokatny, pole = 275.97, obwod = 80
593 56 47 47 trojkat jest ostrokatny, pole = 1056.98, obwod = 150
594 92 89 28 trojkat jest ostrokatny, pole = 1244.54, obwod = 209
597 89 81 71 trojkat jest ostrokatny, pole = 2724.27, obwod = 241
599 51 92 47 trojkat jest rozwartokatny, pole = 775.84, obwod = 190
601 63 39 69 trojkat jest ostrokatny, pole = 1214.91, obwod = 171
603 67 51 91 trojkat jest rozwartokatny, pole = 1682.35, obwod = 209
605 67 44 93 trojkat jest rozwartokatny, pole = 1365.12, obwod = 204
606 46 65 26 trojkat jest rozwartokatny, pole = 478.81, obwod = 137
607 84 47 76 trojkat jest ostrokatny, pole = 1770.83, obwod = 207
609 88 46 79 trojkat jest ostrokatny, pole = 1810.53, obwod = 213
610 42 35 36 trojkat jest ostrokatny, pole = 600.9, obwod = 113
612 64 70 84 trojkat jest ostrokatny, pole = 2186.86, obwod = 218
614 92 54 93 trojkat jest ostrokatny, pole = 2388.33, obwod = 239
616 33 58 87 trojkat jest rozwartokatny, pole = 555.88, obwod = 178
620 88 52 48 trojkat jest rozwartokatny, pole = 1043.86, obwod = 188
622 33 16 30 trojkat jest ostrokatny, pole = 239.41, obwod = 79
625 47 42 20 trojkat jest rozwartokatny, pole = 419.85, obwod = 109
626 93 89 54 trojkat jest ostrokatny, pole = 2339.91, obwod = 236
627 90 80 16 trojkat jest rozwartokatny, pole = 528.47, obwod = 186
630 84 45 97 trojkat jest rozwartokatny, pole = 1888.22, obwod = 226
633 77 50 46 trojkat jest rozwartokatny, pole = 1102.16, obwod = 173
636 98 50 61 trojkat jest rozwartokatny, pole = 1268.99, obwod = 209
638 87 51 99 trojkat jest ostrokatny, pole = 2216.58, obwod = 237
639 60 79 31 trojkat jest rozwartokatny, pole = 829.76, obwod = 170
640 89 53 68 trojkat jest rozwartokatny, pole = 1797.87, obwod = 210
644 95 85 33 trojkat jest rozwartokatny, pole = 1391.19, obwod = 213
646 78 86 94 trojkat jest ostrokatny, pole = 3146.65, obwod = 258
647 73 20 55 trojkat jest rozwartokatny, pole = 275.54, obwod = 148
649 55 20 51 trojkat jest rozwartokatny, pole = 509.96, obwod = 126
651 56 51 17 trojkat jest rozwartokatny, pole = 429.12, obwod = 124
652 87 82 71 trojkat jest ostrokatny, pole = 2715.42, obwod = 240
653 95 82 89 trojkat jest ostrokatny, pole = 3367.67, obwod = 266
654 89 51 93 trojkat jest ostrokatny, pole = 2220.67, obwod = 233
655 91 78 88 trojkat jest ostrokatny, pole = 3139.35, obwod = 257
656 58 23 44 trojkat jest rozwartokatny, pole = 453.35, obwod = 125
657 52 49 17 trojkat jest rozwartokatny, pole = 416.49, obwod = 118
659 83 43 80 trojkat jest ostrokatny, pole = 1686.06, obwod = 206
665 63 66 33 trojkat jest ostrokatny, pole = 1024.58, obwod = 162
669 44 27 67 trojkat jest rozwartokatny, pole = 380.66, obwod = 138
670 40 9 43 trojkat jest rozwartokatny, pole = 175.03, obwod = 92
673 68 87 59 trojkat jest ostrokatny, pole = 2001.52, obwod = 214
676 52 74 67 trojkat jest ostrokatny, pole = 1688.29, obwod = 193
678 52 88 47 trojkat jest rozwartokatny, pole = 996.18, obwod = 187
679 46 34 37 trojkat jest ostrokatny, pole = 620.63, obwod = 117
685 65 97 46 trojkat jest rozwartokatny, pole = 1283.25, obwod = 208
686 91 34 87 trojkat jest ostrokatny, pole = 1474.83, obwod = 212
688 78 56 31 trojkat jest rozwartokatny, pole = 711.8, obwod = 165
691 76 23 87 trojkat jest rozwartokatny, pole = 814.87, obwod = 186
692 88 83 11 trojkat jest rozwartokatny, pole = 418.0, obwod = 182
700 78 48 93 trojkat jest rozwartokatny, pole = 1870.86, obwod = 219
702 84 23 85 trojkat jest ostrokatny, pole = 961.8, obwod = 192
704 82 60 73 trojkat jest ostrokatny, pole = 2119.49, obwod = 215
705 93 79 21 trojkat jest rozwartokatny, pole = 668.02, obwod = 193
707 92 3 92 trojkat jest ostrokatny, pole = 137.98, obwod = 187
711 79 53 64 trojkat jest ostrokatny, pole = 1687.86, obwod = 196
714 92 79 32 trojkat jest rozwartokatny, pole = 1227.94, obwod = 203
715 21 90 83 trojkat jest rozwartokatny, pole = 849.97, obwod = 194
717 25 82 60 trojkat jest rozwartokatny, pole = 414.95, obwod = 167
719 55 95 46 trojkat jest rozwartokatny, pole = 810.79, obwod = 196
721 69 76 15 trojkat jest rozwartokatny, pole = 478.33, obwod = 160
722 44 56 79 trojkat jest rozwartokatny, pole = 1196.83, obwod = 179
725 66 61 79 trojkat jest ostrokatny, pole = 1959.97, obwod = 206
729 65 84 96 trojkat jest ostrokatny, pole = 2680.74, obwod = 245
731 76 81 11 trojkat jest rozwartokatny, pole = 383.62, obwod = 168
733 71 50 38 trojkat jest rozwartokatny, pole = 909.55, obwod = 159
736 71 88 30 trojkat jest rozwartokatny, pole = 964.91, obwod = 189
738 47 86 61 trojkat jest rozwartokatny, pole = 1385.86, obwod = 194
739 56 96 70 trojkat jest rozwartokatny, pole = 1937.67, obwod = 222
740 68 9 61 trojkat jest rozwartokatny, pole = 181.99, obwod = 138
741 57 40 69 trojkat jest ostrokatny, pole = 1139.79, obwod = 166
743 92 92 26 trojkat jest ostrokatny, pole = 1184.0, obwod = 210
745 99 87 17 trojkat jest rozwartokatny, pole = 557.59, obwod = 203
747 46 77 87 trojkat jest ostrokatny, pole = 1767.0, obwod = 210
748 48 12 38 trojkat jest rozwartokatny, pole = 141.22, obwod = 98
749 44 59 35 trojkat jest rozwartokatny, pole = 765.83, obwod = 138
750 83 33 68 trojkat jest rozwartokatny, pole = 1082.8, obwod = 184
751 85 93 87 trojkat jest ostrokatny, pole = 3363.25, obwod = 265
756 92 22 81 trojkat jest rozwartokatny, pole = 817.33, obwod = 195
758 14 40 40 trojkat jest ostrokatny, pole = 275.68, obwod = 94
762 31 67 51 trojkat jest rozwartokatny, pole = 755.77, obwod = 149
763 79 80 72 trojkat jest ostrokatny, pole = 2551.5, obwod = 231
766 55 3 54 trojkat jest rozwartokatny, pole = 77.05, obwod = 112
767 42 69 39 trojkat jest rozwartokatny, pole = 731.16, obwod = 150
771 65 47 24 trojkat jest rozwartokatny, pole = 434.16, obwod = 136
777 69 78 26 trojkat jest rozwartokatny, pole = 882.3, obwod = 173
786 72 45 79 trojkat jest ostrokatny, pole = 1601.82, obwod = 196
787 70 49 71 trojkat jest ostrokatny, pole = 1619.26, obwod = 190
789 48 97 53 trojkat jest rozwartokatny, pole = 681.55, obwod = 198
790 22 85 66 trojkat jest rozwartokatny, pole = 414.2, obwod = 173
792 58 52 76 trojkat jest ostrokatny, pole = 1506.23, obwod = 186
793 87 71 31 trojkat jest rozwartokatny, pole = 1028.41, obwod = 189
794 86 90 15 trojkat jest rozwartokatny, pole = 633.79, obwod = 191
